entry,meaning,ipa,example_sentence,translated_sentence
shelf,"【名】棚, 本棚.",/ʃɛlf/,The books are neatly arranged on the shelf.,本がきちんと棚に並べられている。
order,"【名】順序, 命令;【動】命令する, 注文する.",/ˈɔːrdər/,I placed an order for a new pair of shoes.,私は新しい靴のオーダーをしました。
slave,【名】奴隷;【動】奴隷のように働く.,/sleɪv/,She was born into a family of slaves.,彼女は奴隷の家族に生まれました。
social,"【形】社会的な, 社会の.",/'soʊʃəl/,He is a very social person.,彼はとても社交的な人です。
solid,"【形】固体の, 堅固な;【名】固体.",/'sɑlɪd/,This bed looks solid.,このベッドは頑丈そうです。
own,"【動】所有する, 自分自身の.",/əʊn/,He has an own car.,彼は自分の車を持っている。
particularly,"【副】特に, とりわけ.",/pɑrˈtɪkjələrli/,I am particularly interested in learning new languages.,私は特に新しい言語を学ぶことに興味があります。
trial,"【名】試み, 裁判.",/ˈtraɪəl/,The trial lasted for several weeks.,裁判は数週間続いた。
peak,"【名】頂点, ピーク.",/piːk/,The hikers reached the peak of the mountain after a long and challenging climb.,ハイカーたちは、長くて困難な登山の後、山の頂上に到達しました。
unlikely,"【形】ありそうもない, 可能性が低い.",/ʌnˈlaɪkli/,It is unlikely that he will win the lottery.,彼が宝くじに当たる可能性はありそうもない。
pipe,"【名】管, パイプ.",/paɪp/,The plumber fixed the broken pipe.,配管工は壊れたパイプを修理しました。
debate,"【名】討論, 議論;【動】討論する.",/dɪˈbeɪt/,The students had a lively debate about the topic.,生徒たちはそのトピックについて活発な討論を行った。
device,"【名】装置, デバイス.",/dɪˈvaɪs/,I need to buy a new device for my computer.,私はコンピューター用の新しい装置を買う必要があります。
devote,"【動】捧げる, 費やす.",/dɪˈvoʊt/,She devoted her life to helping others.,彼女は他人を助けるために生涯をささげました。
disk,"【名】ディスク, 円盤.",/dɪsk/,I need to clean the disk before using it.,使う前にディスクをきれいにする必要があります。
electronic,"【形】電子の, 電子的な.",/ɪˌlɛkˈtrɒnɪk/,I bought a new electronic device.,私は新しい電子機器を買いました。
overcome,"【動】克服する, 乗り越える.",/ˌoʊvərˈkʌm/,He was able to overcome his fear and give a great performance.,彼は恐怖心に打ち勝ち、素晴らしいパフォーマンスを披露することができました。
portrait,"【名】肖像画, ポートレート.",/pɔrˈtreɪt/,She sat still for hours while the artist painted her portrait.,彼女は芸術家が彼女の肖像画を描く間、何時間もじっと座っていました。
route,"【名】道, ルート.",/ruːt/,The route to the summit is quite challenging.,山頂への道はかなり挑戦的です。
sample,"【名】見本, サンプル;【動】試食する.",/'sæmpl/,This is a sample of the new product.,これは新製品の見本です。
pitch,"【名】投球, ピッチ;【動】投げる.",/pɪtʃ/,The farmer pitched the hay onto the wagon.,農夫は荷馬車の上へ干し草を放り上げた。
plain,"【形】平易な, 明白な;【名】平野.",/pleɪn/,Explain it in plain words.,易しい言葉でそれを説明して下さい。
tube,"【名】管, チューブ.",/tjuːb/,The tube was too narrow for me to fit through.,私が通り抜けられるほど狭くないチューブだった。
ultimately,"【副】最終的に, 結局.",/ˈʌltɪmətli/,He ultimately decided to pursue a career in medicine.,彼は最終的に医学のキャリアを追求することを決めた。
technical,"【形】技術的な, 専門的な.",/tɛkˈnɪkəl/,He has a technical background.,彼は専門的なバックグラウンドを持っています。
urban,"【形】都市の, 都会の.",/ˈɜːrbən/,She loves the urban lifestyle.,彼女は都会のライフスタイルが大好きです。
rice,"【名】米, ご飯.",/raɪs/,I ate some rice for lunch.,昼食にごはんを食べた。
wet,"【形】濡れた, 湿った.",/wɛt/,I forgot my umbrella and got wet in the rain.,傘を忘れて雨にぬれた。
point,"【名】点, 要点;【動】指し示す.",/pɔɪnt/,"I got full marks for the essay, so I'm at the top of the point list.",私はエッセイで満点を取ったので、ポイントリストのトップにいる。
pose,"【動】ポーズを取る, 提示する;【名】ポーズ.",/poʊz/,She struck a pose for the camera.,彼女はカメラのためにポーズをとった。
pot,"【名】鍋, ポット.",/pɒt/,I put the soup in the pot.,私はスープを鍋に入れました。
predict,"【動】予測する, 予言する.",/pɹɪˈdɪkt/,Scientists predict that there will be a major earthquake in this region within the next decade.,科学者たちは、この地域で次の10年以内に大地震が起こると予測しています。
proof,"【名】証拠, 証明.",/pɹuːf/,I have no proof to the contrary.,私にはそうではないという証拠はない。
prove,"【動】証明する, 実証する.",/pruːv/,He needs to prove his innocence in court.,彼は裁判で自分の無実を証明する必要がある。
pump,【名】ポンプ;【動】ポンプで汲む.,/pʌmp/,The human heart is analogous to a pump.,心臓とポンプは似かよっている。
rank,"【名】階級, 地位;【動】位置付ける.",/ræŋk/,He achieved the highest rank in his class.,彼はクラスで最高のランクを達成しました。
reach,"【動】到達する, 届く;【名】届く範囲.",/riːtʃ/,I reached the top of the mountain.,私は山の頂上に到達しました。
regard,"【名】関心, 配慮;【動】みなす, 尊重する.",/rɪˈɡɑːrd/,I regard him as a close friend.,私は彼を親友とみなしています。
registration,"【名】登録, 登録手続き.",/ˌrɛdʒɪˈstreɪʃən/,I completed the registration process.,私は登録手続きを完了しました。
relate,"【動】関連する, 関係する.",/rɪˈleɪt/,The movie relates the story of a young girl who overcomes adversity.,その映画は、逆境を乗り越える若い女の子の物語を物語っています。
resign,"【動】辞任する, 辞職する.",/rɪˈzaɪn/,He decided to resign from his job.,彼は仕事を辞めることを決めた。
resistance,"【名】抵抗, 抵抗力.",/rɪˈzɪstəns/,The resistance of the material determines its durability.,材料の抵抗力がその耐久性を決定します。
resolve,"【動】解決する, 決心する.",/rɪˈzɑːlv/,I will resolve this issue as soon as possible.,この問題をできるだけ早く解決します。
result,"【名】結果, 成果;【動】結果として生じる.",/rɪˈzʌlt/,The result of the experiment was surprising.,実験の結果は驚きだった。
review,"【名】再調査, レビュー;【動】再評価する.",/rɪˈvjuː/,I wrote a review of the new movie.,新しい映画のレビューを書きました。
round,"【形】丸い;【名】円, ラウンド.",/raʊnd/,She walked round the park.,彼女は公園を回って歩いた。
rush,"【動】急ぐ, 急いで行く;【名】急ぎ, ラッシュ.",/rʌʃ/,I need to rush to catch my flight.,飛行機に間に合うために急がなければならない。
seal,"【名】印章, シール;【動】封をする.",/siːl/,The seal swam gracefully in the water.,アザラシは水中で優雅に泳いでいました。
secure,"【形】安全な, 確保された;【動】確保する, 守る.",/sɪˈkjʊər/,I feel secure knowing that my house has a security system.,私の家にセキュリティシステムがあると安心です。
serve,"【動】仕える, 提供する.",/sɜːrv/,The waiter will serve the food to the customers.,ウェイターは食べ物をお客さんに提供します。
shade,"【名】陰, 日陰;【動】陰にする.",/ʃeɪd/,The tall trees provided shade from the hot sun.,高い木々は熱い太陽から日陰を提供していた。
shall,"【助】...だろう, ...しなければならない.",/ʃæl/,I shall go to the store tomorrow.,明日、私は店に行くつもりです。
shift,"【動】変える, 移す;【名】シフト, 交代.",/ʃɪft/,I need to shift my focus to a different project.,別のプロジェクトに焦点を移す必要があります。
shot,"【名】ショット, 発射.",/ʃɒt/,He took a shot and scored a goal.,彼はシュートを打ってゴールを決めた。
society,"【名】社会, 社会集団.",/səˈsaɪ.ə.ti/,The society we live in is constantly changing.,私たちが生活する社会は常に変化しています。
somehow,"【副】どうにかして, なんとか.",/sʌmhaʊ/,"Somehow, I managed to finish the project on time.",どうにかして、私はプロジェクトを時間通りに終わらせることができました。
stamp,"【名】切手, スタンプ.",/stæmp/,I need to buy a stamp to send this letter.,この手紙を送るために切手を買わなければなりません。
stand,"【動】立つ;【名】立場, スタンド.",/stænd/,I'm waiting at the bus stand.,バス停で待っています。
steady,"【形】安定した, 着実な.",/'stɛdi/,He maintained a steady pace throughout the race.,彼はレース全体を一定のペースで維持しました。
strain,"【名】緊張, ストレス;【動】緊張させる.",/streɪn/,His weight strained the rope.,彼の重さでロープがぴんと張った。
through,"【前】...を通して, ...の間中.",/θruː/,He walked through the forest.,彼は森を貫いて歩いた。
too,"【副】...もまた, あまりにも.",/tuː/,He worked too hard.,彼はあまりにもハードに働いた。
top,"【名】頂上, 先端;【動】頂上に達する.",/tɒp/,They stood on the top of the hill.,彼らは丘の上に立った。
treat,"【動】扱う, 治療する;【名】楽しみ.",/tɹiːt/,I like to treat myself to a spa day every once in a while.,たまには自分へのご褒美にスパに行くのが好きなんだ。
trust,"【名】信頼, 信用;【動】信頼する.",/trʌst/,Trust is the foundation of any strong relationship.,信頼は強い関係の基盤です。
use,"【動】使う, 利用する;【名】使用, 利用.",/juːz/,I use a computer every day.,私は毎日パソコンを使っている。
value,"【名】価値, 価格;【動】評価する.",/'væljuː/,The value of hard work cannot be underestimated.,努力の価値は過小評価できない。
wander,"【動】さまよう, 歩き回る.",/'wɑndər/,"She likes to wander around the city, exploring new places.",彼女は街を歩き回り、新しい場所を探検するのが好きです。
wear,"【動】着る, 身につける;【名】着用, 摩耗.",/wer/,I wear my new clothes to the party.,パーティーには新しい服を着て行きました。
wonder,"【動】不思議に思う, 驚く;【名】驚き.",/'wɒndər/,The Pharos was one of the Seven Wonders of the Ancient World.,ファロスは世界七不思議の一つでした。
would,"【助】...だろう, ...するつもりだ.",/wʊd/,I would like to go to the beach tomorrow.,明日、ビーチに行きたいです。
medium,"【名】中間, 媒体;【形】中間の.",/ˈmidiəm/,I prefer to cook my steak to a medium level of doneness.,私はステーキをミディアムレアで調理するのが好きです。
matter,"【名】物質, 重要性.",/ˈmætər/,The matter is still under investigation.,調査中の問題です。
ask,"【動】尋ねる, 質問する.",/æsk/,I asked her to join us for dinner.,彼女に夕食に付き合ってもらうように頼んだ。
train,"【名】列車;【動】訓練する, 鍛える.",/tɹeɪn/,I take a train to school every day.,毎日学校へは電車で行きます。
violence,"【名】暴力, 激しさ.",/ˈvaɪələns/,The movie contains scenes of violence.,その映画には暴力のシーンが含まれています。
so,"【接】だから, それで.",/səʊ/,She spoke so softly that I could barely hear her.,彼女はそんなに静かに話したので、私は彼女の声をほとんど聞くことができませんでした。
recall,"【動】思い出す, 回想する.",/rɪˈkɔːl/,I recall the memories of my childhood.,私は子供時代を思い出す。
formal,"【形】正式な, フォーマルな.",/fɔrml/,Please wear formal attire to the wedding.,結婚式には正式な服装でお越しください。
successful,"【形】成功した, 成功を収めた.",/səkˈsɛsfəl/,He was a successful entrepreneur.,彼は成功した起業家だった。
guideline,"【名】指針, ガイドライン.",/ˈɡaɪdlaɪn/,You must follow the guidelines for essay writing.,作文のガイドラインに従う必要があります。
participation,"【名】参加, 関与.",/pɑːrˌtɪsɪˈpeɪʃən/,Her participation in the project was crucial for its success.,彼女のプロジェクトへの参加は成功に不可欠でした。
medicine,"【名】薬, 医学.",/mɛdɪsɪn/,I take medicine every day.,毎日、薬を飲みます。
totally,"【副】完全に, 全く.",/təʊtəli/,I totally forgot about our meeting.,私は全く会議を忘れていました。
motivate,"【動】動機付ける, やる気にさせる.",/moʊ.tɪ.veɪt/,Setting goals can help motivate you to achieve success.,目標を設定することは、成功するためにあなたをやる気にしてます。
reality,"【名】現実, 実態.",/rɪˈæləti/,The harsh reality of life can be difficult to accept.,人生の厳しい現実は受け入れるのが難しいこともある。
mostly,"【副】ほとんど, 大部分.",/ˈmoʊstli/,I mostly prefer to stay at home on weekends.,週末はたいてい家にいることを好む。
impressive,"【形】印象的な, 感動的な.",/ɪmˈprɛsɪv/,The fireworks display was truly impressive.,花火の打ち上げは本当に印象的でした。
mayor,【名】市長.,/ˈmeɪər/,The mayor of the city attended the opening ceremony.,市長は開会式に出席しました。
boundary,"【名】境界, 境界線.",/ˈbaʊndəri/,The river forms a natural boundary between the two countries.,その川は二つの国の自然な境界線を形成している。
fortunate,"【形】幸運な, 恵まれた.",/fɔːrtʃənət/,I consider myself fortunate to have such supportive friends.,私は、こんなにも支えてくれる友達がいて幸運だと思っています。
then,"【副】その時, それから.",/ðɛn/,I'll do my homework now and then I'll go out.,今宿題をやって、そして外出します。
different,"【形】異なる, 違った.",/ˈdɪf(ə)rənt/,This book is different from others.,この本は他の本とは違う。
uncertainty,"【名】不確実性, 不確かさ.",/ʌnˈsɜːrtənti/,The uncertainty of the future is causing anxiety.,将来の不確かさが不安を引き起こしている。
compensation,"【名】補償, 報酬.",/kɒmpɛnˈseɪʃən/,The company provided compensation to the employees affected by the accident.,会社は事故によって影響を受けた従業員に補償を提供しました。
greatly,"【副】非常に, 大いに.",/ˈɡreɪtli/,I greatly appreciate your help.,あなたの助けに大いに感謝しています。
heavily,"【副】重く, 激しく.",/'hɛvɪli/,The suitcase was heavily packed with clothes.,スーツケースは服で重く詰まっていました。
really,"【副】本当に, 実際に.",/'riːəli/,He really loves her.,彼は彼女を本当に愛している。
ear,【名】耳.,/ɪər/,The ear is a sense organ that helps us hear sound.,耳は音を聞くのに役立つ感覚器官です。
guy,"【名】男, 奴.",/ɡaɪ/,The guy was standing in the corner of the room.,部屋の片隅に立っていた男性だった。
happen,"【動】起こる, 生じる.",/'hæpən/,It happened so quickly that we couldn't react.,それはとても早く起こってしまって、私たちが反応できなかった。
progress,"【名】進歩, 発展;【動】進歩する.",/prəˈɡrɛs/,The work is progressing steadily.,仕事は着々と進んでいる。
its,【代】それの.,/ɪts/,I found a lost dog and returned it to its owner.,迷子の犬を見つけ、飼い主に返しました。
list,"【名】リスト, 一覧.",/lɪst/,I made a list of things I need to do today.,今日やるべきことのリストを作った。
local,"【形】地元の, 地域の.",/'loʊkəl/,I love exploring local markets when I travel.,旅行する時は、地元の市場を探検するのが大好きです。
meal,"【名】食事, 食事時間.",/mi:l/,I'll have dinner at the restaurant for the meal.,レストランで夕食をとるための一食にします。
many,"【代】多くの, たくさんの.",/'mɛni/,Many people enjoy going to the beach during the summer.,多くの人々が夏にビーチに行くことを楽しんでいます。
page,"【名】ページ, 節.",/peɪdʒ/,I printed out the page I needed.,私は必要なページを印刷した。
them,"【代】彼らを, 彼女らを.",/ðɛm/,Let them come in.,彼らを入らせなさい。
wake,【動】目を覚ます;【名】目覚め.,/weɪk/,I woke up early in the morning.,朝早く目が覚めた。
wide,"【形】広い, 幅広い.",/waɪd/,The road is wide enough for two cars to pass.,その道は二台の車が通れるほど幅広いです。
piano,【名】ピアノ.,/pɪˈænoʊ/,I'm playing the piano.,私はピアノを弾いています。
pen,【名】ペン.,/pɛn/,I bought a new pen.,新しいペンを買った。
policy,"【名】政策, 方針.",/ˈpɑləsi/,The company has implemented a new policy to improve employee productivity.,会社は従業員の生産性を向上させるために新しい方針を実施しました。
mood,"【名】気分, 雰囲気.",/muːd/,I'm in a great mood today.,今日はとても気分がいいです。
plane,"【名】飛行機, 水準;【動】飛ぶ.",/pleɪn/,I took a plane to Hawaii.,私はハワイへ飛行機で行きました。
refuse,"【動】拒否する, 断る.",/rɪˈfjuːz/,I refuse to go to the party.,私はパーティーに行くのを拒否します。
shore,"【名】岸, 海岸.",/ʃɔːr/,I love walking along the shore and listening to the sound of the waves.,私は浜辺を歩きながら波の音を聞くのが好きです。
wise,"【形】賢い, 聡明な.",/waɪz/,He is a wise man who always thinks before he speaks.,彼は常に話す前に考える賢い人です。
pace,"【名】ペース, 歩調;【動】歩く.",/peɪs/,He walked at a quick pace.,彼は速い足取りで歩いた。
friendship,"【名】友情, 親友関係.",/frɛndʃɪp/,Friendship is a precious bond that lasts a lifetime.,友情は一生続く貴重な絆です。
pupil,"【名】生徒, 瞳孔.",/ˈpjupəl/,The pupil raised his hand to ask a question.,生徒は手を挙げて質問をする。
realize,"【動】実現する, 理解する.",/ˈriːəlaɪz/,I realize that I forgot to bring my wallet.,財布を持ってくるのを忘れたことに気づきました。
rail,"【名】鉄道, レール.",/reɪl/,The train runs on the rail.,電車はレールの上を走ります。
pro,"【名】賛成, 賛成票;【形】プロの, 専門職の.",/prəʊ/,I am a professional in my field.,私は自分の分野でプロです。
slope,"【名】傾斜, 斜面.",/sləʊp/,The horse sloped down the hill.,馬が丘を斜めに降りていった。
basic,"【形】基本的な, 基礎的な.",/'beɪsɪk/,This is a basic course for beginners.,これは初心者向けの基礎コースです。
careful,"【形】注意深い, 慎重な.",/'kɛr.fəl/,Be careful with the glass.,ガラスに気をつけてください。
football,【名】サッカー.,/ˈfʊtˌbɔl/,I love playing football.,私はサッカーをプレイするのが大好きです。
ownership,"【名】所有権, 所有.",/ˈoʊnərʃɪp/,She takes great pride in her ownership of the company.,彼女は会社の所有権を非常に誇りに思っています。
probably,"【副】おそらく, 多分.",/ˈprɒbəbli/,I will probably go to the party tonight.,たぶん、今夜パーティーに行くでしょう。
street,"【名】通り, 街路.",/stɹiːt/,I'm walking down the street.,歩いている途中の道路を下りています。
wooden,"【形】木製の, 木の.",/'wʊdən/,The table is made of wooden planks.,そのテーブルは木製の板で作られています。
worry,"【動】心配する;【名】心配, 不安.",/'wɜri/,I have a great deal of worry about my future.,将来について大きな不安を抱えている。
upon,"【前】...の上に, ...の際に.",/əˈpɒn/,"Upon arriving at the airport, she realized she had forgotten her passport.",空港に到着した時、彼女はパスポートを忘れていることに気づいた。
wed,【動】結婚する;【形】水曜日の.,/wɛd/,I am getting wed next month.,私は来月結婚します。
damage,"【名】損害, 被害;【動】損害を与える.",/'dæmɪdʒ/,The storm caused extensive damage to the buildings.,嵐が建物に大きな被害をもたらしました。
piece,"【名】部分, 一片.",/piːs/,I found a piece of cloth on the floor.,私は床に布のかけらを見つけた。
politician,【名】政治家.,/pəˈlɪtɪʃ(ə)n/,The politician promised to lower taxes and improve healthcare.,政治家は税金を下げ、医療を改善することを約束しました。
neither,【代】どちらも...ない.,/ˈniðər/,He [[neither smokes nor drinks|neither ... nor]].,彼は煙草も吸わず、酒も飲まない。
mathematics,【名】数学.,/mæθəˈmætɪks/,I enjoy studying mathematics.,私は数学の勉強を楽しんでいます。
somewhat,"【副】やや, いくらか.",/sʌmˈwɒt/,I am somewhat tired after work.,仕事の後、いくぶんか疲れています。
inquiry,"【名】調査, 問い合わせ.",/ɪnˈkwaɪəri/,I have an inquiry about the new product.,新製品についての質問があります。
sufficient,"【形】十分な, 満足な.",/səˈfɪʃənt/,I have sufficient funds to cover the expenses.,私は十分な資金を持っていて、経費をカバーすることができます。
absolute,"【形】絶対的な, 完全な.",/ˈæbsəˌlut/,That's absolute nonsense!,それは全く馬鹿げた話だ。
depth,"【名】深さ, 奥行き.",/dɛpθ/,The depth of the ocean is unknown.,海の深さは未知です。
doubt,"【名】疑い, 疑念;【動】疑う.",/daʊt/,I have a doubt about the answer.,私は答えについて疑問を抱いています。
educational,"【形】教育的な, 教育の.",/ˌɛdʒəˈkeɪʃənəl/,Educational institutions play a crucial role in shaping the future of our society.,教育機関は、社会の未来を形作る上で重要な役割を果たしています。
generally,"【副】一般に, 概して.",/dʒɛnərəli/,"Generally, people prefer to eat healthy food.",普通は、人々は健康的な食べ物を好む。
fully,"【副】完全に, 全体的に.",/ˈfʊli/,She fully understands the importance of education.,彼女は教育の重要性を十分に理解しています。
grow,"【動】成長する, 育つ.",/ɡroʊ/,The flower grows in the garden.,花は庭で育つ。
historic,"【形】歴史的な, 由緒ある.",/hɪˈstɔrɪk/,The city is known for its historic buildings and landmarks.,その都市は歴史的な建物や名所で知られています。
hour,"【名】時間, 1時間.",/aʊər/,I have only one hour to finish this assignment.,私はこの課題を終えるのにわずか１時間しかありません。
lake,【名】湖.,/leɪk/,I went fishing at the lake.,私は湖で釣りをしました。
lover,"【名】恋人, 愛人.",/ˈlʌvər/,She is my lover.,彼女は私の恋人です。
often,"【副】しばしば, よく.",/ˈɔfən/,He often visits Tokyo.,彼はよく東京を訪れる。
onto,"【前】...の上に, ...へ.",/ˈɒntuː/,She jumped onto the bed.,彼女はベッドに飛び乗った。
owner,"【名】所有者, オーナー.",/ˈoʊnər/,The owner of the house is my father.,家の所有者は私の父です。
protect,"【動】守る, 保護する.",/prəˈtɛkt/,We must protect our environment for future generations.,将来の世代のために環境を守らなければなりません。
report,"【名】報告, 報告書;【動】報告する.",/ɹɪˈpɔːt/,I need to write a report for my boss.,上司に報告書を書かなければなりません。
singer,【名】歌手.,/'sɪŋər/,The singer sang a beautiful song.,歌手は美しい歌を歌った。
someone,"【代】誰か, ある人.",/sʌmwʌn/,Someone has to take responsibility for this.,これについては誰かが責任を取らなければならない。
station,"【名】駅, 放送局;【動】配置する.",/stɛɪʃən/,The train arrived at the station.,列車が駅に到着した。
suddenly,"【副】突然に, 急に.",/sʌdənli/,He suddenly stood up and left the room.,彼は突然立ち上がって部屋を出た。
suitable,"【形】適した, ふさわしい.",/suːtəbəl/,This dress is suitable for the occasion.,このドレスはその場に適当です。
teacher,"【名】教師, 先生.",/ˈtiːtʃər/,My teacher teaches me English.,私の先生が私に英語を教えてくれています。
visitor,"【名】訪問者, 観光客.",/'vɪzɪtər/,The museum welcomes visitors from all over the world.,その博物館は世界中からの訪問者を歓迎しています。
wherever,"【副】どこでも, どこにでも.",/wɛrˈɛvər/,You can find good food wherever you go.,どこに行っても美味しい食べ物を見つけることができます。
worker,"【名】労働者, 働き手.",/ˈwɜːrkər/,The worker performed the task efficiently.,仕事人はタスクを効率的にこなした。
writer,"【名】作家, 著者.",/ˈraɪtər/,J.K. Rowling is a famous writer.,J.K.ローリングは有名な作家です。
attraction,"【名】魅力, 引力.",/əˈtrækʃən/,"His attraction lies in his character, not his looks.",彼の魅力はルックスではなく性格だ。
committee,【名】委員会.,/kəˈmɪti/,The committee will meet tomorrow to discuss the new proposal.,委員会は明日、新しい提案について話し合うために集まります。
concentrate,"【動】集中する, 集中させる.",/ˈkɒnsəntreɪt/,She needs to concentrate on her studies.,彼女は勉強に集中する必要があります。
confusion,"【名】混乱, 迷い.",/kənˈfjuʒən/,There was a lot of confusion during the meeting.,会議中には多くの混乱がありました。
connection,"【名】接続, つながり.",/kəˈnɛkʃən/,The strong connection between them is evident.,彼らの間の強い関係は明らかだ。
cultural,"【形】文化的な, 文化の.",/'kʌltʃərəl/,A cultural heritage is handed down to posterity.,文化遺産は後世に伝えられる。
economy,"【名】経済, 節約.",/ɪˈkɒnəmi/,The economy is growing steadily.,経済は着実に成長しています。
dramatic,"【形】劇的な, 劇の.",/dɹəˈmætɪk/,The movie had a dramatic ending.,その映画は劇的な結末だった。
female,【名】女性;【形】女性の.,/'fi:meɪl/,The female lion is the primary hunter for the pride.,雌のライオンはプライドの主な狩り手です。
fruit,"【名】果物, 成果.",/fruːt/,I bought some fruits at the store.,お店でいくつかのフルーツを買いました。
magic,"【名】魔法, 手品;【形】魔法の.",/'mædʒɪk/,I perform a magic trick at the party.,私はパーティーで手品を披露します。
map,"【名】地図, マップ.",/mæp/,I need a map to find my way around this city.,この街をさまようには地図が必要です。
memory,"【名】記憶, メモリー.",/'mɛməri/,I have a good memory.,私は記憶力がいいです。
mental,"【形】精神的な, 心理的な.",/'mɛntəl/,Taking care of your mental health is important.,精神の健康に気を使うことは重要です。
metal,【名】金属;【形】金属製の.,/'mɛtəl/,I love listening to metal music.,私はメタル音楽を聴くのが好きです。
southern,"【形】南の, 南方の.",/ˈsʌðərn/,I love visiting the southern part of the country.,私は南の地域を訪れるのが大好きです。
struggle,"【動】奮闘する, 努力する;【名】努力, 闘争.",/ˈstrʌɡəl/,They struggle for a better future.,彼らはより良い未来のために奮闘しています。
tank,"【名】タンク, 戦車.",/tæŋk/,The fuel tank of the car is almost empty.,車の燃料タンクはほとんど空です。
tourism,"【名】観光, 観光業.",/tʊərɪzəm/,Tourism is a major industry in many countries.,観光は多くの国で主要な産業です。
aircraft,"【名】航空機, 飛行機.",/ˈɛər.kræft/,The aircraft is ready for takeoff.,その航空機は離陸の準備ができています。
chemical,【名】化学物質;【形】化学の.,/ˈkɛmɪkəl/,The chemicals used in this experiment are hazardous.,この実験で使用される化学物質は危険です。
code,"【名】コード, 規則;【動】暗号化する.",/kəʊd/,It is not acceptable to our moral code.,それは私たちの道徳的規範には受け入れられない。
communication,"【名】コミュニケーション, 伝達.",/kəˌmjuː.nɪˈkeɪ.ʃən/,Effective communication is essential in building strong relationships.,効果的なコミュニケーションは強い関係を築く上で不可欠です。
celebrate,"【動】祝う, 祝賀する.",/səˈlɛbreɪt/,We will celebrate our success!,成功を祝おう！
clinical,"【形】臨床の, 臨床的な.",/'klɪnɪkəl/,The drug is undergoing clinical trials.,この薬は臨床試験中です。
delay,"【動】遅らせる, 遅れる;【名】遅れ.",/dɪˈleɪ/,The flight was delayed due to bad weather.,悪天候のため、フライトが延期されました。
statistic,"【名】統計, 統計学.",/stəˈtɪstɪk/,The statistic shows that the average income has increased by 10%.,統計によれば、平均収入は10％増加しています。
quintillion,"【名】百京, 一百京.",/kwɪnˈtɪljən/,There are approximately 1 quintillion stars in the universe.,宇宙にはおおよそ10の18乗個の星があります。
though,【接】...にもかかわらず;【副】...けれども.,/ðoʊ/,"Though it was raining, we still went for a walk.",雨が降っていたにもかかわらず、私たちは散歩に行きました。
approximately,"【副】おおよそ, 約.",/əˈprɒksɪmətli/,I have approximately five hundred books in my library.,私の図書館には約500冊の本があります。
prior,"【形】前の, 事前の.",/'praɪər/,"prior to lightning strike, describe where and how the charges build up",落雷の前に、どこでどのように電荷が蓄積されるかを説明する。
proud,"【形】誇りに思う, 誇らしい.",/pɹaʊd/,She is proud of her achievements.,彼女は自分の成果に誇りを持っています。
recent,"【形】最近の, 近頃の.",/ˈriːsənt/,I haven't seen her in recent days.,最近彼女に会っていない。
suggestion,"【名】提案, 示唆.",/səˈdʒɛstʃən/,I have a suggestion for you.,あなたに対して、私から提案をします。
guarantee,【名】保証;【動】保証する.,/ˌɡærənˈtiː/,The company offers a money-back guarantee for all its products.,会社は全ての製品に返金保証を提供しています。
regularly,"【副】定期的に, 規則的に.",/rɛɡjələrli/,I regularly go to the gym to stay fit.,私は定期的にフィットネスジムに行って健康を保っています。
reliable,"【形】信頼できる, 当てになる.",/rɪˈlaɪəbəl/,He is a reliable friend.,彼は信頼できる友達です。
space,"【名】空間, 宇宙.",/speɪs/,I love looking at the stars in the night sky. Space is so vast and mysterious.,夜空の星を見るのが大好きです。宇宙は広大で神秘的です。
variable,【形】変わりやすい;【名】変数.,/vɛəriəbəl/,Human brain have valuable possibility.,人間の脳には貴重な可能性がある。
intense,"【形】強烈な, 激しい.",/ɪnˈtɛns/,She had an intense desire to win the competition.,彼女は競争に勝つという強烈な欲望を持っていた。
sort,"【名】種類, タイプ;【動】分類する.",/sɔːrt/,There are many different sorts of flowers in the garden.,庭にはさまざまな種類の花があります。
infant,"【名】乳児, 幼児.",/ˈɪnfənt/,The hospital provides specialized care for infants.,その病院は乳児のための専門的なケアを提供しています。
innovation,"【名】革新, イノベーション.",/ˌɪnəˈveɪʃən/,Innovation is the key to success in today's competitive market.,イノベーションは今日の競争市場で成功の鍵です。
become,"【動】なる, 変わる.",/bɪˈkʌm/,He became a successful businessman.,彼は成功した実業家になった。
strike,"【動】打つ, ストライキする;【名】打撃, ストライキ.",/stɹaɪk/,Their ship struck a rock.,彼らの船は岩にぶつかった。
definitely,"【副】確かに, 間違いなく.",/dɪˈfɪnɪtli/,I will definitely finish the project on time.,私は間違いなくプロジェクトを予定通りに終わらせます。
current,"【形】現在の, 現時点の;【名】流れ, 電流.",/ˈkɜːrənt/,The current situation is uncertain.,現在の状況は不確定です。
load,"【名】荷, 負担;【動】積む, 負わせる.",/ləʊd/,I need help carrying this heavy load.,この重い荷物を運ぶのを手伝ってください。
remain,"【動】残る, とどまる.",/rɪˈmeɪn/,Only a few minutes remain before the movie starts.,映画が始まる前に残りわずかな時間しかありません。
late,"【形】遅れた, 遅い.",/leɪt/,He arrived late for the meeting.,彼は会議に遅れて到着しました。
add,"【動】加える, 追加する.",/æd/,Please add up the total cost of these items.,これらのアイテムの合計費用を計算してください。
pass,"【動】通過する, 合格する;【名】通行許可証.",/pæs/,I need to pass the exam to graduate.,卒業するために試験に合格する必要があります。
