entry,meaning,ipa,example_sentence,translated_sentence
par,"【名】標準, 基準.",/pɑːr/,His command of English is on a par with mine.,彼の英語力は私のそれと等しい。
unemployed,【形】失業した.,/ʌnɪmˈplɔɪd/,He has been unemployed for six months.,彼は6ヶ月間仕事のない状態です。
pole,"【名】棒, 柱.",/poʊl/,I saw a bird perched on top of the pole.,私はポールの上にとまった鳥を見ました。
genetically,【副】遺伝的に.,/dʒəˈnɛtɪkli/,Genetically modified crops have become more common in recent years.,近年、遺伝子組み換え作物がより一般的になってきました。
methodology,【名】方法論.,/mɛθəˈdɑlədʒi/,The researcher used a rigorous methodology to conduct the experiment.,研究者は厳密な方法論を用いて実験を行った。
positively,"【副】積極的に, 肯定的に.",/pɑːzɪtɪvli/,She always approaches challenges positively.,彼女は常に積極的に課題に取り組みます。
robot,【名】ロボット.,/ˈroʊˌbɑt/,The robot cleaned the entire house.,ロボットが家中を掃除しました。
sniff,【動】嗅ぐ;【名】嗅覚.,/snɪf/,I sniffed the flowers to enjoy their fragrance.,私は花をかぐことでその香りを楽しんだ。
swap,"【動】交換する, 入れ替える.",/swɑp/,I will swap my book with yours.,私はあなたの本と私の本を交換します。
turbulent,"【形】乱流の, 荒れた.",/ˈtɜːrbjələnt/,The turbulent waves crashed against the rocky shore.,荒れ狂う波が岩礁に激突した。
parcel,【名】小包.,/'pɑːrsəl/,I received a parcel in the mail today.,今日、郵便で小包を受け取りました。
potassium,【名】カリウム.,/pəˈtæsiəm/,Potassium is an essential mineral for maintaining proper heart and muscle function.,カリウムは心臓や筋肉の適切な機能を維持するために必要なミネラルです。
jazz,【名】ジャズ.,/dʒæz/,She is interested in jazz.,彼女はジャズに興味がある。
presume,"【動】仮定する, 推測する.",/prɪˈzjuːm/,I presume he will be late for the meeting.,彼は会議に遅れると思います。
rack,"【名】棚, ラック.",/ræk/,I need to buy a new rack for my kitchen.,私はキッチン用の新しいラックを買う必要があります。
sometime,【副】いつか.,/sʌm.taɪm/,I will meet with my friend sometime next week.,来週あたり、友人と会う予定です。
span,"【名】期間, 全長.",/spæn/,She span the globe in her travels.,彼女は旅行で地球を一周した。
spray,【動】噴霧する;【名】噴霧.,/spreɪ/,By means of a super high-pressure water spray practically all the sediment is removed.,超高圧水の噴射により、ほとんどの詰まりが排除される。
swell,【動】膨らむ;【名】腫れ.,/swɛl/,The waves swell as the storm approaches.,嵐が近づくにつれて波が大きくなる。
syllabus,"【名】シラバス, 講義要項.",/sɪˈlæbəs/,The syllabus for this course is available online.,このコースのシラバスはオンラインで利用できます。
tense,【形】緊張した;【動】緊張する;【名】時制.,/tɛns/,I could feel the tense muscles in my body.,私は体の筋肉がぴんと張っているのを感じることができました。
uplift,"【動】持ち上げる, 高揚させる.",/ʌpˈlɪft/,She always tries to uplift the spirits of those around her.,彼女は常に周りの人々の気持ちを高めようと努力しています。
slot,"【名】スロット, 溝.",/slɒt/,I found a coin in the slot.,私はスロットにコインを見つけました。
slash,【動】切り裂く.,/slæʃ/,a slash across his right cheek,右頬の切り傷
valid,"【形】有効な, 正当な.",/'vælɪd/,The argument presented in the paper is valid.,論文で提示された議論は妥当です。
adolescent,【名】青年.,/ˌædəˈlɛsənt/,She is going through the challenges of being an adolescent.,彼女は青年期の課題に直面しています。
composite,"【名】複合, 合成.",/kəmˈpɑzɪt/,Spain is a composite of diverse traditions and people.,スペインは、多様な伝統と人々の複合体です。
computation,"【名】計算, コンピューティング.",/kɑmpjuˈteɪʃən/,Computation is an essential part of computer science.,計算はコンピュータ科学の重要な一部です。
terminal,【形】終端の;【名】終点.,/'tɜːrmɪnəl/,"Her illness, diagnosed as a rare and terminal form of leukemia, left her with only months to live.",彼女は珍しい末期の白血病と診断され、余命数カ月と宣告された。
fundamentally,【副】基本的に.,/fʌndəˈmɛntəli/,"Fundamentally, I believe that everyone deserves equal opportunities.",根本的に、私は誰もが平等な機会を受けるべきだと信じています。
substitution,"【名】置換, 代用.",/sʌbstɪˈtjuːʃən/,Substitution is a common strategy used in mathematics to solve equations.,代入法は数学で方程式を解くときによく使われる戦略です。
likewise,【副】同様に.,/ˈlaɪkwaɪz/,"I enjoy reading, and likewise, my sister loves to read.",私は読書を楽しんでいますし、同様に、私の姉も読書が大好きです。
ray,"【名】光線, 放射線.",/reɪ/,The sun's rays warmed my face.,太陽の光線が私の顔を温めた。
punch,【名】パンチ;【動】打つ.,/pʌntʃ/,He threw a powerful punch at his opponent.,彼は相手に強力なパンチを放った。
strand,"【名】より糸, 縒り糸.",/strænd/,She found a strand of hair on her pillow.,彼女は枕の上で髪の一房を見つけた。
conceptual,【形】概念的な.,/kənˈsɛptʃuəl/,The artist's work explores conceptual ideas and challenges traditional notions of art.,芸術家の作品は概念的なアイデアを探求し、伝統的な芸術の概念に挑戦しています。
ruler,"【名】支配者, ものさし.",/ˈruːlər/,The ruler was made of brass.,銅製のルーラーが作られた。
bodily,"【形】身体の, 体の.",/'bɑdəli/,Regular exercise is essential for maintaining bodily health.,定期的な運動は身体上の健康を維持するために不可欠です。
supposedly,"【副】おそらく, 多分.",/səˈpoʊzɪdli/,"Supposedly, the old mansion is haunted by ghosts of the previous owners.",おそらく、古い邸宅には前の所有者の幽霊が取り憑いていると思われます。
underneath,【前】下に.,/ʌndərˈniːθ/,The cat is sleeping underneath the table.,猫はテーブルの下で眠っています。
rub,"【動】こする, 摩擦する.",/rʌb/,I need to rub the stain out of my shirt.,シャツのシミをこすり落とさないといけない。
sword,【名】剣.,/sɔrd/,He wielded a sharp sword in battle.,彼は戦闘で鋭い刀を振るった。
stabilize,"【動】安定させる, 固定する.",/steɪ.bə.laɪz/,We need to stabilize the situation before it gets worse.,悪化する前に状況を安定させる必要があります。
standardize,"【動】標準化する, 規格化する.",/ˈstændərdaɪz/,We need to standardize our procedures to ensure consistency.,一貫性を確保するために、手続きを標準化する必要があります。
tricky,"【形】難しい, 手強い.",/'trɪki/,Dealing with tricky situations requires careful consideration.,こうかつな状況に対処するには注意深い考慮が必要です。
discrimination,"【名】差別, 区別.",/dɪˌskrɪmɪˈneɪʃən/,Discrimination based on race is a violation of human rights.,人種に基づく差別は人権の侵害です。
fiber,【名】繊維.,/ˈfaɪbər/,I need to increase my daily intake of fiber.,私は毎日の食物繊維摂取量を増やす必要があります。
morality,"【名】道徳, 倫理.",/məˈræləti/,Morality is the foundation of a civilized society.,道徳は文明社会の基盤です。
inevitably,【副】必然的に.,/ɪˈnɛvɪtəbli/,Change is inevitably a part of life.,変化は必然的に人生の一部です。
reproduction,"【名】繁殖, 再生.",/rɛprəˈdʌkʃən/,The reproduction of the painting was identical to the original.,絵の再現はオリジナルと同一であった。
quantitative,【形】定量的な.,/kwɑːntəˈteɪtɪv/,Quantitative analysis is used to measure the amount of a substance.,定量分析は物質の量を測定するために使用されます。
rationality,【名】合理性.,/ræʃəˈnæləti/,Rationality is the key to making logical decisions.,合理性は論理的な決定をするための鍵です。
resemble,【動】似ている.,/rɪˈzɛmbəl/,They resemble each other in appearance.,彼らは容姿が似ている。
strategic,【形】戦略的な.,/strəˈtɛdʒɪk/,The company's strategic plan focused on expanding their market share by launching new products and acquiring smaller competitors.,同社の戦略計画は、新製品の発売と小規模な競合他社の買収によって市場シェアを拡大することに重点を置いていました。
ancestor,【名】祖先.,/ˈæn.sɛs.tər/,My ancestor was a brave warrior.,私の先祖は勇敢な戦士でした。
barrel,【名】樽.,/ˈbærəl/,The wine was aged in a large oak barrel.,そのワインは大きなオークのたるで熟成されました。
tribe,【名】部族.,/traɪb/,The tribe gathered around the fire to celebrate their victory.,部族は勝利を祝うために火の周りに集まった。
transformation,"【名】変換, 変形.",/trænsfɔrˈmeɪʃən/,The caterpillar undergoes a transformation and becomes a butterfly.,毛虫は変態を経て蝶になる。
treaty,【名】条約.,/'triːti/,The two countries signed a treaty to promote trade and cooperation.,両国は貿易と協力を促進するために条約に署名しました。
weave,"【動】織る, 編む.",/wi:v/,She learned how to weave baskets from her grandmother.,彼女は祖母からかごを編む方法を学びました。
capitalism,【名】資本主義.,/ˈkæp.ɪ.təl.ɪ.zəm/,Capitalism is an economic system based on private ownership of the means of production and their operation for profit.,資本主義は、生産手段の私有とその利益のための運営に基づく経済システムです。
bulk,"【名】大部分, 容量.",/bʌlk/,I bought a bulk package of toilet paper.,私はトイレットペーパーの大量パッケージを買いました。
chronic,【形】慢性の.,/ˈkrɑnɪk/,He has been suffering from chronic back pain for years.,彼は何年も慢性の腰痛に苦しんでいます。
fusion,"【名】融合, 合体.",/fjuːʒən/,The fusion of metals creates new alloys.,金属の融合によって新しい合金が作られます。
harvest,【動】収穫する;【名】収穫.,/ˈhɑːrvɪst/,The farmers were busy with the harvest.,農民たちは収穫で忙しかった。
rotation,"【名】回転, 循環.",/rəʊˈteɪʃən/,The Earth completes one rotation on its axis every 24 hours.,地球は24時間ごとに軸の周りを1回転します。
seminar,"【名】セミナー, 研究会.",/ˈsɛmɪnɑr/,I joined a seminar to conduct research under the guidance of my professor.,私は教授の指導のもとで研究を行うためにセミナーに参加しました。
abdominal,【形】腹部の.,/æbˈdɒmɪnəl/,She complained of abdominal pain.,彼女は腹痛を訴えました。
utilize,【動】利用する.,/juːˈtɪl.aɪz/,I utilize technology to streamline my work process.,私は技術を利用して仕事のプロセスを効率化しています。
syntax,"【名】統語論, 構文.",/'sɪntæks/,Understanding the syntax of a language is crucial for effective communication.,言語の構文を理解することは効果的なコミュニケーションに不可欠です。
pathway,"【名】経路, 小道.",/ˈpæθweɪ/,The pathway through the forest was lined with beautiful flowers.,森の中の道は美しい花で囲まれていました。
airplane,【名】飛行機.,/ˈɛərpleɪn/,I will take an airplane to travel to Japan next month.,来月、日本へ旅行するために飛行機に乗る予定です。
homework,【名】宿題.,/həʊmwɜːk/,I'll finish my homework and go to bed.,宿題を終わらせて寝よう。
splice,"【動】接合する, 結合する.",/splaɪs/,He used a splice to join the two ropes together.,彼は2本のロープを結ぶためにスプライスを使用しました。
syntactic,"【形】統語論の, 構文的な.",/sɪnˈtæktɪk/,Syntactic analysis is an important aspect of linguistics.,統語論の分析は言語学の重要な側面です。
textbook,【名】教科書.,/'tɛkst.bʊk/,I forgot to bring my textbook to class.,授業に教科書を持ってくるのを忘れてしまった。
volition,"【名】意思, 意志.",/vəˈlɪʃən/,I have the volition to succeed in my goals.,私は目標を達成する意志を持っています。
wavelength,【名】波長.,/ˈweɪvˌlɛŋθ/,The wavelength of light determines its color.,光の波長はその色を決定します。
neat,"【形】きちんとした, 整然とした.",/niːt/,She keeps her room neat and tidy.,彼女は部屋をきちんと整理しています。
bacteria,"【名】バクテリア, 細菌.",/bækˈtɪər.i.ə/,The bacteria in our gut play a crucial role in our overall health.,私たちの腸内のバクテリアは、全体的な健康に重要な役割を果たしています。
goods,"【名】商品, 品物.",/ɡʊdz/,He inherited all of his father's goods.,彼は父の財産をすべて相続した。
facilitate,"【動】促進する, 容易にする.",/fəˈsɪlɪteɪt/,Technology can facilitate communication between people who are far apart.,技術は遠く離れた人々の間のコミュニケーションを容易にすることができます。
verbal,"【形】口頭の, 言葉の.",/'vɜr.bəl/,She has excellent verbal skills.,彼女は優れた言葉のスキルを持っています。
expertise,"【名】専門知識, 専門技術.",/ˌɛk.spɝˈtiːz/,He has extensive expertise in the field of technology.,彼はテクノロジーの分野で広範囲の専門知識を持っています。
allocate,【動】割り当てる.,/ˈæləˌkeɪt/,The company will allocate resources to the new project.,会社は新しいプロジェクトにリソースを割り当てます。
probe,【名】探査機;【動】調べる.,/prəʊb/,Scientists launched a probe to explore the outer reaches of the solar system.,科学者たちは、太陽系の外部領域を探査するために探査機を打ち上げました。
subtract,"【動】引く, 減じる.",/səbˈtrækt/,"To solve this math problem, you need to subtract the second number from the first number.",この数学の問題を解くためには、第二の数を第一の数から引かなければなりません。
definite,"【形】明確な, 確定的な.",/dɪˈfɪnɪt/,This is the definite answer.,これは明確な答えです。
nutrient,【名】栄養素.,/ˈnuːtriənt/,Thiamine is an essential nutrient for the body.,チアミンは体にとって必須の栄養素です。
formulation,"【名】配合, 計画.",/fɔːrˌmjʊˈleɪʃən/,The formulation of the new policy took several months.,新しい政策の策定には数ヶ月かかりました。
likelihood,"【名】可能性, 見込み.",/lɑɪklihʊd/,There is a high likelihood of rain tomorrow.,明日は雨の可能性が高いです。
proton,【名】陽子.,/'prəʊ.tɒn/,Protons are one of the tiny particles that make up atoms.,陽子は原子を構成する小さな粒子の一つです。
locally,【副】地域的に.,/ləʊkəli/,I love to support locally owned businesses.,地元の経営者が運営するビジネスを応援するのが好きです。
memorize,"【動】暗記する, 記憶する.",/mɛməˈraɪz/,I need to memorize all the vocabulary words for the test.,テストのためにすべての単語を記憶する必要があります。
lifetime,"【名】生涯, 寿命.",/ˈlaɪfˌtaɪm/,The memories we create last a lifetime.,私たちが作り出す思い出は一生続く。
sensitivity,"【名】感受性, 敏感さ.",/sɛnˈsɪtɪvəti/,She has a high sensitivity to noise.,彼女は騒音に対して高い敏感さを持っています。
adverse,"【形】有害な, 逆効果の.",/ædˈvɜːrs/,He experienced an adverse reaction to the medicine.,彼はその薬に対して副作用を経験しました。
repertoire,"【名】レパートリー, 演目一覧.",/rɛpərˈtwɑr/,She has a wide repertoire of songs.,彼女は幅広い曲目のレパートリーを持っています。
mortality,"【名】死亡率, 死亡.",/mɔːrˈtælɪti/,The mortality rate in the country has been steadily decreasing over the years.,その国の死亡率は年々着実に減少しています。
contradictory,"【形】矛盾した, 相反する.",/kɒntrəˈdɪktəri/,His actions are contradictory to his words.,彼の行動は彼の言葉と矛盾している。
interfere,"【動】干渉する, 邪魔をする.",/ˌɪn.tərˈfɪər/,I don't want to interfere in their personal matters.,私は彼らの個人的な問題に干渉したくない。
defect,【名】欠陥;【動】離脱する.,/dɪˈfɛkt/,There is a defect in the product.,製品に欠陥があります。
render,"【動】与える, 変える.",/ˈrɛndər/,The artist used vibrant colors to render the scene more realistic.,芸術家は鮮やかな色を使って、シーンをよりリアルに描写しました。
denote,"【動】示す, 表す.",/dɪˈnoʊt/,The red color denotes danger.,赤色は危険を示す。
impact,【名】影響;【動】影響を与える.,/ˈɪmpækt/,The earthquake had a significant impact on the city.,地震は市に大きな衝撃を与えました。
explicitly,"【副】明確に, はっきりと.",/ɪkˈsplɪsɪtli/,She explicitly stated her opinion during the meeting.,彼女は会議中に明示的に自分の意見を述べました。
projection,"【名】投影, 見通し.",/prəˈdʒɛkʃən/,The projection on the wall was clear and vivid.,壁に映し出された投影ははっきりと鮮明でした。
elaborate,【動】詳しく述べる;【形】入念な.,/ɪˈlæbəreɪt/,Could you please elaborate on your idea?,あなたのアイデアについて詳しく説明していただけますか？
vague,"【形】曖昧な, 漠然とした.",/veɪɡ/,Her explanation was vague and unclear.,彼女の説明は曖昧で分かりにくかった。
interact,"【動】相互作用する, 交流する.",/ɪntərˈækt/,I love to interact with people from different cultures.,私は異なる文化の人々と交流するのが好きです。
empirical,"【形】経験に基づく, 実証的な.",/ɪmˈpɪrɪkəl/,,
qualitative,"【形】質的な, 定性的な.",/kwɒlɪˈteɪtɪv/,The researcher conducted a qualitative study to gather in-depth information.,研究者は詳細な情報を集めるために質的な研究を行った。
retrieve,"【動】取り戻す, 回収する.",/rɪˈtriːv/,The police managed to retrieve the stolen goods.,警察は盗まれた商品を取り戻すことに成功しました。
bundle,【名】束;【動】束にする.,/'bʌndəl/,I bought a bundle of flowers for my mother's birthday.,私は母の誕生日に花束を買いました。
intervene,"【動】介入する, 干渉する.",/ˌɪntərˈviːn/,The teacher decided to intervene in the argument between the students.,先生は生徒たちの口論に干渉することを決めた。
technically,"【副】技術的に, 厳密には.",/tɛkˈnɪkəli/,"Technically, I am not allowed to disclose that information.",厳密に言うと、その情報を開示することは許されていません。
surplus,"【名】余剰, 余り.",/sərˈplʌs/,The company had a surplus of funds at the end of the year.,会社は年末に資金の余剰を持っていました。
clarify,"【動】明確にする, 解明する.",/ˈklærəˌfaɪ/,Could you please clarify your question?,質問を明確にしていただけますか？
coordinate,"【動】調整する, 調和させる.",/koʊˈɔrdɪneɪt/,I need you to coordinate with the other team members and ensure we complete the project [[on time]].,他のチームメンバーとの調整を行い、時間内にプロジェクトを完了させてほしい。
dose,【名】一回分の服用量.,/dəʊs/,The doctor prescribed a dose of medication for the patient.,医師は患者に薬の服用量を処方しました。
plausible,"【形】もっともらしい, あり得る.",/ˈplɔːzəbəl/,His explanation sounded plausible.,彼の説明はもっともらしかった。
migration,"【名】移動, 移住.",/mɪˈɡreɪʃən/,Migration is a natural phenomenon that has been happening for centuries.,移住は何世紀も前から起こっている自然現象です。
reinforce,"【動】強化する, 補強する.",/rɪnˈfɔːrs/,Regular exercise can help reinforce your immune system.,定期的な運動は免疫システムを増強するのに役立ちます。
induce,"【動】誘発する, 引き起こす.",/ɪnˈduːs/,The doctor will induce labor to help the baby come out.,医者は赤ちゃんが出てくるのを助けるために分娩誘発を行います。
whereby,"【接】それによって, そのために.",/wɛərˈbaɪ/,Radioactivity is the process whereby unstable atomic nuclei release energetic subatomic particles.,放射能とは、不安定な原子核がエネルギーを持った素粒子を放出することによる過程である。
implicit,"【形】暗黙の, 含みのある.",/ɪmˈplɪsɪt/,Her implicit message was clear.,彼女の暗に示されたメッセージは明確だった。
affirm,"【動】肯定する, 確認する.",/əˈfɜrm/,I affirm that I saw him at the park yesterday.,私は昨日彼を公園で見たと断言します。
coherent,"【形】一貫した, 首尾一貫した.",/kəʊˈhɪərənt/,His argument was coherent and well-reasoned.,彼の主張は筋の通ったものであり、論理的にも妥当だった。
thermal,【形】熱の;【名】熱.,/ˈθɜːrməl/,The thermal energy from the sun is used to heat the water.,太陽からの熱エネルギーは水を加熱するために使用されます。
sodium,【名】ナトリウム.,/ˈsoʊdiəm/,Sodium is a highly reactive metal.,ソジウムは非常に反応性のある金属です。
equivalence,"【名】同等, 等価.",/ɪkwɪvələns/,The equivalence of the two theories was proven by the mathematician.,2つの理論の等価性は、その数学者によって証明されました。
notation,"【名】表記法, 記号.",/nəʊˈteɪʃən/,The notation used in this document is easy to understand.,この文書で使用されている表記はわかりやすいです。
disability,"【名】障害, 無能.",/dɪsəˈbɪlɪti/,My brother overcame his disability and now works as a successful attorney.,弟は障害を克服し、今は弁護士として成功しています。
slab,"【名】平板, 厚板.",/slæb/,The construction workers laid a slab of concrete for the foundation.,建設作業員は基礎のためにコンクリートの厚板を敷きました。
descendent,"【名】子孫, 派生物.",/dɪˈsɛndənt/,The descendent gene was passed down from generation to generation.,子孫の遺伝子は世代から世代へと受け継がれました。
conduction,"【名】伝導, 伝達.",/kənˈdʌkʃən/,Copper is a good medium for the conduction of heat and electricity.,銅は熱と電気の伝導に適した媒体です。
problematic,"【形】問題のある, 厄介な.",/prəˈblɛmətɪk/,The new policy has raised some problematic issues.,新しい政策にはいくつかの疑問のある問題が生じています。
traditionally,"【副】伝統的に, 従来.",/trəˈdɪʃənəli/,The festival is traditionally held every year.,その祭りは毎年伝説的に開催される。
activate,"【動】活性化する, 作動させる.",/ˈæktɪveɪt/,Please activate your account to start using the app.,アプリを利用するためにアカウントを有効化してください。
commentary,"【名】解説, 注釈.",/kɒmənˈtɛri/,The sports commentator provided live commentary during the game.,スポーツの解説者が試合中に実況解説を行いました。
complication,"【名】合併症, 複雑な事態.",/kɑmplɪˈkeɪʃən/,Dealing with the complication was challenging.,複雑な状況に対処するのは困難でした。
dilemma,"【名】ジレンマ, 板挟み.",/dɪˈlɛmə/,I was in a dilemma whether to choose the red or blue dress for the party.,パーティーのために赤いドレスと青いドレスのどちらを選ぶかで板ばさみになっていました。
overlap,【名】重なり;【動】重なる.,/ˌoʊvəˈlæp/,The two circles overlap each other.,二つの円が重なり合っている。
yeast,"【名】酵母, イースト.",/jist/,Yeast is used to make bread rise.,イーストはパンを膨らませるために使われます。
progression,"【名】進行, 進展.",/prəˈɡrɛʃən/,My manager evaluates my work progression on a weekly basis to assess my growth within the company.,上司は私の仕事の進捗を週単位で評価し、会社での私の成長を評価しています。
amplitude,"【名】振幅, 振れ幅.",/ˈæmp.lɪ.tjuːd/,The amplitude of the park is quite impressive.,その公園の広さはかなり印象的です。
hepatitis,【名】肝炎.,/hɛpəˈtaɪtɪs/,He was diagnosed with hepatitis last month.,彼は先月、肝[臓]炎と診断されました。
postgraduate,【名】大学院生.,/poʊstˈɡrædʒuət/,She decided to pursue a postgraduate degree after graduating from college.,彼女は大学卒業後、大学院の学位を追求することを決めました。
sponsorship,"【名】後援, スポンサーシップ.",/sˈpɒnsərʃɪp/,The company received sponsorship from a local business for their charity event.,その企業は、地元の企業からチャリティイベントのためのスポンサーシップを受けました。
integration,"【名】統合, 融合.",/ˌɪntɪˈɡreɪʃən/,The integration of different departments within the company has improved communication and efficiency.,会社内の異なる部門の統合により、コミュニケーションと効率が向上しました。
audio,"【形】音声の, 音響の.",/ˈɔdi.oʊ/,The audio frequency of this radio is very clear.,このラジオの可聴周波数は非常にクリアです。
rehabilitation,"【名】リハビリテーション, 復帰.",/rɛˌhəˌbɪlɪˈteɪʃən/,"After undergoing rehabilitation, the injured person was able to reintegrate into society.",リハビリテーションを受けた後、けがをした人は社会復帰することができました。
grid,"【名】グリッド, 格子.",/ɡrɪd/,The city streets are laid out in a grid pattern.,市の道路は格子状に配置されています。
subjective,"【形】主観的な, 個人的な.",/səbˈdʒɛktɪv/,Beauty is a subjective concept.,美は主観的な概念です。
micro,"【形】微小な, 小規模な.",/ˈmaɪkroʊ/,Microorganisms are too small to be seen with the naked eye.,肉眼では見えないほど微小な生物が存在します。
pesticide,【名】殺虫剤.,/ˈpɛstɪsaɪd/,The farmer sprayed pesticide on the crops to protect them from insects.,農夫は作物に殺虫剤を散布して、虫から守りました。
elasticity,"【名】弾力性, 柔軟性.",/ɪˌlæsˈtɪsəti/,,
synthesis,【名】合成;【動】合成する.,/sɪnθəsɪs/,Synthesis is the process of combining separate elements or substances to form a coherent whole.,総合は、別々の要素や物質を組み合わせて一貫した全体を形成するプロセスです。
clone,【名】クローン;【動】クローンを作る.,/kləʊn/,Scientists successfully cloned a sheep.,科学者たちは成功裏に羊をクローンしました。
incredibly,【副】信じられないほど.,/ɪnˈkrɛdəbli/,He ran incredibly fast.,彼は信じられないほど速く走った。
connector,"【名】コネクタ, 接続部.",/kəˈnɛktər/,The connector is used to connect electrical devices.,接続子は電気機器を接続するために使用されます。
trans,"【接頭】横断的な, 超える.",/trænz/,I need to transcribe this audio file into text.,この音声ファイルをテキストに書き起こす必要があります。
scripture,"【名】聖典, 聖書.",/'skrɪptʃər/,The scripture is a sacred text that holds religious significance.,聖書は宗教的な意義を持つ神聖なテキストです。
null,【形】無効の;【名】無効.,/nʌl/,The contract is null and void.,契約は無効です。
reliability,"【名】信頼性, 信憑性.",/rɪˌlaɪəˈbɪləti/,Reliability is an important factor when choosing a car.,信頼性は車を選ぶ際に重要な要素です。
critique,"【名】批評, 批判.",/kɹɪˈtiːk/,She wrote a scathing critique of the new art exhibition.,彼女は新しい美術展について辛辣な評論を書いた。
simultaneously,【副】同時に.,/sɪˌmʌlˈteɪniəsli/,"They were talking simultaneously, making it difficult to understand either of them.",彼らは同時に話していて、どちらの言葉も理解しにくかった。
sin,"【名】罪, 罪悪.",/sɪn/,I committed a sin and I regret it.,私は罪を犯し、後悔しています。
agriculture,"【名】農業, 農耕.",/ˈæɡrɪˌkʌlʧər/,Agriculture plays a vital role in the economy of many countries.,農業は多くの国々の経済で重要な役割を果たしています。
motif,"【名】モチーフ, 主題.",/moˈtif/,The butterfly is a common motif in Japanese art.,蝶は日本の美術でよく使われるモチーフです。
nationalism,"【名】国家主義, 愛国心.",/ˈnæʃənəlɪzəm/,Nationalism is a strong sense of love and loyalty towards one's country.,愛国心は、自国への強い愛と忠誠心のことです。
necessity,"【名】必要性, 必然.",/nɪˈsɛsəti/,Education is a necessity for personal growth.,教育は個人の成長に必要不可欠です。
allocation,"【名】割り当て, 配分.",/ˌæləˈkeɪʃən/,The company made an allocation of funds for research and development.,会社は研究開発のために資金を割り当てました。
nicely,"【副】うまく, 見事に.",/ˈnaɪsli/,She played the piano nicely.,彼女は見事にピアノを演奏した。
niche,"【名】ニッチ, 適所.",/nitʃ/,I found a small niche in the wall where I can display my favorite vase.,私は壁の中に小さな壁がんを見つけました。そこにはお気に入りの花びんを飾ることができます。
delta,"【名】デルタ, 三角州.",/dɛltə/,The symbol Δ represents the Greek letter delta.,記号Δはギリシャ文字デルタを表します。
anti,"【接頭】反対の, 対抗の.",/ˈænti/,The anti-war movement gained momentum in the 1960s.,反戦運動は1960年代に勢いを増した。
nucleus,"【名】核, 中心.",/ˈnjuːkliəs/,The nucleus is the central part of an atom.,原子核は原子の中心部です。
novice,"【名】初心者, 初心.",/'nɑvɪs/,She is a novice in the field of photography.,彼女は写真の分野での新参者です。
applause,【名】拍手.,/əˈplɔːz/,His great performance drew thundering applause from the audience.,彼の名演技に観客はやんやの喝采を送った。
apple,【名】リンゴ.,/ˈæpəl/,I ate an apple this morning.,今朝リンゴを食べました。
objection,"【名】異議, 反対.",/əbˈdʒɛkʃən/,I have no objection to your plan.,あなたの計画には反対意見はありません。
observer,"【名】観察者, 目撃者.",/əbˈzɜːrvər/,The scientist acted as an observer during the experiment.,科学者は実験中に観察者として行動しました。
oral,【形】口頭の;【名】口述試験.,/ˈɔːrəl/,Oral communication is an important skill in the workplace.,職場では口頭コミュニケーションが重要なスキルです。
organ,"【名】臓器, 器官.",/ˈɔːrɡən/,She plays the organ at church every Sunday.,彼女は毎週日曜日に教会でオルガンを演奏します。
organism,"【名】生物, 有機体.",/ˈɔːrɡənɪzəm/,An organism is a living thing that can function on its own.,生物とは、それ自体で機能することができる生き物である。
orientation,"【名】方向付け, 志向.",/ˌɔːriənˈteɪʃən/,Orientation programs are designed to help new employees adapt to their new work environment.,オリエンテーションプログラムは新入社員が新しい職場環境に適応するのを支援するために設計されています。
soluble,"【形】可溶性の, 溶けやすい.",/'sɒljʊbəl/,This substance is soluble in water.,この物質は水に溶ける。
bacterial,【形】細菌の.,/bækˈtɪə.ri.əl/,Bacterial infections can be treated with antibiotics.,バクテリア感染は抗生物質で治療できます。
painful,"【形】痛みを伴う, 苦痛の.",/ˈpeɪnfəl/,I have a painful headache.,頭痛が痛いです。
partial,"【形】部分的な, 一部の.",/pɑːrʃəl/,He only gave a partial explanation of the situation.,彼は状況の一部の説明しかしなかった。
partially,"【副】部分的に, ある程度.",/pɑːrˈʃəli/,She only partially completed the project.,彼女はプロジェクトを部分的にしか完了させませんでした。
plantation,"【名】プランテーション, 大農園.",/plænˈteɪʃən/,The plantation covers a vast area and produces a variety of crops.,その農場は広大な面積をカバーし、さまざまな作物を生産しています。
portrayal,"【名】描写, 表現.",/pɔrˈtreɪəl/,The novel provides a vivid portrayal of life in the 19th century.,その小説は19世紀の生活の鮮やかな描写を提供しています。
cattle,【名】家畜.,/'kætəl/,The rancher raised a herd of cattle on his farm.,その牧場主は農場で牛の群れを育てました。
processor,"【名】プロセッサー, 処理装置.",/prəˈsɛsər/,The processor is responsible for processing agricultural products.,農産物加工業者は農産物の加工を担当しています。
productive,"【形】生産的な, 有効な.",/pɹəˈdʌktɪv/,She is a very productive worker.,彼女は非常に生産的な労働者です。
progressive,"【形】進歩的な, 漸進的な.",/prəˈɡrɛsɪv/,The project is making progressive steps towards completion.,プロジェクトは完成に向けて前進しています。
profound,"【形】深い, 意味深い.",/prəˈfaʊnd/,Her knowledge on the subject is profound.,彼女のその科目に関する知識は深遠です。
pronounce,"【動】発音する, 表明する.",/prəˈnaʊns/,Can you pronounce this word correctly?,この単語を正しく発音できますか？
chemotherapy,【名】化学療法.,/t͡ʃiːmoʊˈθɛrəpi/,She underwent chemotherapy to treat her cancer.,彼女はがんを治療するために化学療法を受けました。
