entry,meaning,ipa,example_sentence,translated_sentence
violation,"【名】違反, 侵害",/vaɪəˈleɪʃən/,He was charged with a violation of the law.,彼は法律違反で告訴された。
sincerely,"【副】心から, 敬具",/sɪnˈsɪrli/,I sincerely apologize for the mistake.,私はミスを真心込めて謝罪します。
resemble,"【動】似ている, 類似する",/rɪˈzɛmbəl/,They resemble each other in appearance.,彼らは容姿が似ている。
strategic,【形】戦略的な,/strəˈtɛdʒɪk/,The company's strategic plan focused on expanding their market share by launching new products and acquiring smaller competitors.,同社の戦略計画は、新製品の発売と小規模な競合他社の買収によって市場シェアを拡大することに重点を置いていました。
bulk,【名】大量;【形】大量の,/bʌlk/,I bought a bulk package of toilet paper.,私はトイレットペーパーの大量パッケージを買いました。
chronic,【形】慢性の,/ˈkrɑnɪk/,He has been suffering from chronic back pain for years.,彼は何年も慢性の腰痛に苦しんでいます。
seminar,"【名】セミナー, 講習会",/ˈsɛmɪnɑr/,I joined a seminar to conduct research under the guidance of my professor.,私は教授の指導のもとで研究を行うためにセミナーに参加しました。
airplane,【名】飛行機,/ˈɛərpleɪn/,I will take an airplane to travel to Japan next month.,来月、日本へ旅行するために飛行機に乗る予定です。
homework,【名】宿題,/həʊmwɜːk/,I'll finish my homework and go to bed.,宿題を終わらせて寝よう。
presenter,"【名】発表者, プレゼンター",/prɪˈzɛntər/,The presenter of the TV show is very charismatic.,テレビショーの司会者はとてもカリスマ的です。
cleanliness,【名】清潔さ,/ˈklēnlɪnəs/,She is known for her cleanliness.,彼女はきれい好きで知られています。
fortunately,【副】幸運にも,/fɔrˈtʃunətli/,"Fortunately, I found my lost wallet.",運よく、私は失くした財布を見つけました。
indoor,【形】屋内の,/ˈɪn.dɔr/,"I prefer indoor activities, such as reading or painting.",私は読書や絵画などの室内の活動を好みます。
neat,"【形】きちんとした, 整然とした",/niːt/,She keeps her room neat and tidy.,彼女は部屋をきちんと整理しています。
pottery,"【名】陶器, 陶芸",/pɒtəri/,She learned pottery from a master craftsman.,彼女は名工から製陶術を学んだ。
programmer,【名】プログラマー,/prəˈɡræmər/,The programmer is working on a new software project.,プログラマーは新しいソフトウェアプロジェクトに取り組んでいます。
protective,【形】防護用の,/prəˈtɛktɪv/,Wearing a helmet is important for protective purposes.,ヘルメットを着用することは保護のために重要です。
sunny,【形】晴れた,/'sʌni/,The sunny day made everyone happy.,晴れた日が誰もが幸せな気持ちにさせた。
tablecloth,【名】テーブルクロス,/ˈteɪbəlklɔθ/,The tablecloth adds a touch of elegance to the dining table.,テーブル掛けはダイニングテーブルにエレガントな雰囲気を加えます。
tasty,【形】おいしい,/ˈteɪsti/,This dish is so tasty!,この料理はとてもおいしいです！
shopper,【名】買い物客,/ˈʃɒpər/,The shopper bought a new dress.,その買い物客は新しいドレスを買いました。
unexpected,【形】予期しない,/ʌnɪkˈspɛktɪd/,I received an unexpected gift from my friend.,友達から予期しないプレゼントをもらった。
trainee,"【名】訓練生, 見習い",/ˌtɹeɪˈniː/,The trainee is learning new skills at the company.,訓練生は会社で新しいスキルを学んでいます。
unpaid,【形】未払いの,/ʌnˈpeɪd/,He has several unpaid bills.,彼はいくつかの未払いの請求書を持っています。
unnecessary,【形】不必要な,/ʌnˈnɛsəˌsɛri/,Using unnecessary force will only cause more harm.,不要な力を使うと、ますます害を引き起こすだけです。
knowledgeable,【形】知識のある,/nɑlɪdʒəbəl/,She is knowledgeable about various topics.,彼女はさまざまなトピックに精通しています。
architectural,【形】建築の,/ˌɑːr.kɪˈtɛk.tʃər.əl/,The architectural design of the building is both functional and aesthetically pleasing.,建物の建築設計は機能的であり、美的にも魅力的です。
bacteria,"【名】バクテリア, 細菌",/bækˈtɪər.i.ə/,The bacteria in our gut play a crucial role in our overall health.,私たちの腸内のバクテリアは、全体的な健康に重要な役割を果たしています。
bench,【名】ベンチ,/bɛntʃ/,I sat on the bench in the park.,私は公園のベンチに座った。
goods,"【名】商品, 品物",/ɡʊdz/,He inherited all of his father's goods.,彼は父の財産をすべて相続した。
facilitate,"【動】促進する, 容易にする",/fəˈsɪlɪteɪt/,Technology can facilitate communication between people who are far apart.,技術は遠く離れた人々の間のコミュニケーションを容易にすることができます。
foster,"【動】育成する, 促進する",/'fɑːstər/,She decided to foster a rescue dog.,彼女は保護犬を育てることに決めました。
exclusively,【副】独占的に,/ɪkˈskluːsɪvli/,She is exclusively focused on her career.,彼女は仕事に完全に集中しています。
reviewer,"【名】レビュアー, 評論家",/rɪ'vjuːər/,The reviewer praised the new book for its compelling storyline.,批評家は、魅力的なストーリー展開を持つ新刊書を称賛しました。
documentary,【名】ドキュメンタリー,/dɑkjəˈmɛntəri/,I watched a documentary about the history of photography.,私は写真の歴史についてのドキュメンタリーを見ました。
waitress,【名】ウェイトレス,/weɪtrəs/,The waitress served us the drinks.,ウェイトレスが私たちにドリンクを提供してくれた。
farewell,"【名】別れ, 送別会",/fɛərwɛl/,I said farewell to my friends before leaving for college.,私は大学に行く前に友達に別れを告げました。
verbal,【形】口頭の,/'vɜr.bəl/,She has excellent verbal skills.,彼女は優れた言葉のスキルを持っています。
violin,【名】バイオリン,/vaɪəˈlɪn/,She plays the violin beautifully.,彼女は美しくバイオリンを演奏します。
worthwhile,【形】価値のある,/wɜrθˈwaɪl/,Visiting the Louvre Museum is a worthwhile experience.,ルーブル美術館を訪れることは価値のある経験です。
expertise,"【名】専門知識, 技術",/ˌɛk.spɝˈtiːz/,He has extensive expertise in the field of technology.,彼はテクノロジーの分野で広範囲の専門知識を持っています。
allocate,【動】割り当てる,/ˈæləˌkeɪt/,The company will allocate resources to the new project.,会社は新しいプロジェクトにリソースを割り当てます。
subtract,"【動】引き算する, 減じる",/səbˈtrækt/,"To solve this math problem, you need to subtract the second number from the first number.",この数学の問題を解くためには、第二の数を第一の数から引かなければなりません。
illogical,【形】非論理的な,/ɪˈlɒdʒɪkəl/,His explanation for his actions was completely illogical.,彼の行動の説明は完全に非論理的でした。
definite,"【形】明確な, 確定的な",/dɪˈfɪnɪt/,This is the definite answer.,これは明確な答えです。
advisory,【形】助言の;【名】助言,/ədˈvaɪzəri/,The government issued an advisory to the public regarding the upcoming storm.,政府は、近日予想される嵐に関して一般市民に勧告を出しました。
customize,"【動】カスタマイズする, 特注する",/ˈkʌstəˌmaɪz/,You can customize your order to your liking.,あなたは注文どおりに作ることができます。
pedestrian,【名】歩行者;【形】歩行者の,/pəˈdɛstriən/,The pedestrian crossed the street at the crosswalk.,歩行者は横断歩道を渡りました。
locally,"【副】地元で, 地元的に",/ləʊkəli/,I love to support locally owned businesses.,地元の経営者が運営するビジネスを応援するのが好きです。
memorize,【動】暗記する,/mɛməˈraɪz/,I need to memorize all the vocabulary words for the test.,テストのためにすべての単語を記憶する必要があります。
lifetime,"【名】生涯, 一生",/ˈlaɪfˌtaɪm/,The memories we create last a lifetime.,私たちが作り出す思い出は一生続く。
takeover,【名】企業買収,/ˈteɪkˌoʊvər/,The company announced a takeover of its competitor.,会社は競合他社の奮取を発表しました。
inspection,"【名】検査, 点検",/ɪnˈspɛkʃən/,The inspection of the building revealed several safety violations.,建物の調査でいくつかの安全違反が明らかになりました。
interfere,"【動】干渉する, 邪魔する",/ˌɪn.tərˈfɪər/,I don't want to interfere in their personal matters.,私は彼らの個人的な問題に干渉したくない。
defect,【名】欠陥,/dɪˈfɛkt/,There is a defect in the product.,製品に欠陥があります。
impact,【名】影響;【動】影響を与える,/ˈɪmpækt/,The earthquake had a significant impact on the city.,地震は市に大きな衝撃を与えました。
query,"【名】質問, 問い合わせ",/'kwɪəri/,I have a query about the new product.,新製品についての質問があります。
footwear,"【名】履物, フットウェア",/'fʊt.wɛr/,I recently bought a new pair of footwear that is both stylish and comfortable for daily use.,最近、スタイリッシュで日常使いに快適な新しい靴を購入しました。
projection,"【名】予測, 予想",/prəˈdʒɛkʃən/,The projection on the wall was clear and vivid.,壁に映し出された投影ははっきりと鮮明でした。
retrieve,"【動】取り戻す, 回収する",/rɪˈtriːv/,The police managed to retrieve the stolen goods.,警察は盗まれた商品を取り戻すことに成功しました。
renter,"【名】賃借人, 借り手",/ˈrɛntər/,The renter signed a lease agreement for the apartment.,借地人はアパートの賃貸契約にサインしました。
clarify,【動】明確にする,/ˈklærəˌfaɪ/,Could you please clarify your question?,質問を明確にしていただけますか？
dividend,【名】配当,/ˈdɪvɪdɛnd/,The company announced a dividend increase for its shareholders.,会社は株主のために配当の増加を発表しました。
steer,"【動】操縦する, 指導する",/stɪr/,He tried to steer the conversation away from controversial topics.,彼は議論の的となる話題から会話をそらそうとした。
coordinate,【動】調整する;【名】コーディネーター,/koʊˈɔrdɪneɪt/,I need you to coordinate with the other team members and ensure we complete the project [[on time]].,他のチームメンバーとの調整を行い、時間内にプロジェクトを完了させてほしい。
patent,【名】特許,/'peɪtnt/,He filed a patent for his invention.,彼は彼の発明の特許を申請しました。
assemble,【動】組み立てる,/əˈsɛmbəl/,We need to assemble a team of experts for this project.,このプロジェクトのために、専門家のチームを集める必要があります。
entrepreneur,【名】起業家,/ˌɑn.trə.prəˈnɝ/,She is a successful entrepreneur.,彼女は成功した起業家です。
dose,"【名】服用量, 一回分",/dəʊs/,The doctor prescribed a dose of medication for the patient.,医師は患者に薬の服用量を処方しました。
plausible,"【形】もっともらしい, あり得る",/ˈplɔːzəbəl/,His explanation sounded plausible.,彼の説明はもっともらしかった。
debit,"【名】デビット, 引き落とし",/'dɛbɪt/,The accountant calculated the company's credits and debits.,会計士はその会社の貸方と借方を計算しました。
outdated,"【形】時代遅れの, 古い",/aʊtˈdeɪtɪd/,This computer is outdated and needs to be replaced.,このコンピュータは時代遅れであり、交換する必要があります。
trash,"【名】ごみ, 廃棄物",/ˈtræʃ/,Please take out the trash.,ゴミを出してください。
reinforce,"【動】強化する, 補強する",/rɪnˈfɔːrs/,Regular exercise can help reinforce your immune system.,定期的な運動は免疫システムを増強するのに役立ちます。
airfare,【名】航空運賃,/ˈɛərˌfɛər/,The airfare for our trip to Japan was quite expensive.,私たちの日本への旅行の航空運賃はかなり高かった。
occupancy,"【名】占有, 入居",/ɑːkjʊpənsi/,The occupancy rate of the hotel has been steadily increasing.,ホテルの占有率は着実に上昇しています。
lunchtime,【名】昼食時,/ˈlʌntʃtaɪm/,I usually have a sandwich at lunchtime.,私は通常、昼食時間にサンドイッチを食べます。
cartridge,【名】カートリッジ,/kɑːrˈtrɪdʒ/,I need to replace the ink cartridge in my printer.,プリンターのインクカートリッジを交換する必要があります。
provider,"【名】提供者, プロバイダー",/pɹəˈvaɪdəɹ/,The provider of the service was very helpful.,サービスの供給者はとても親切でした。
pharmaceutical,【形】製薬の,/fɑː(r)məˈsuːtɪkəl/,The pharmaceutical industry is rapidly growing.,製薬業界は急速に成長している。
voucher,"【名】クーポン, バウチャー",/'vaʊtʃər/,I received a voucher for a free meal at the restaurant.,私はレストランで無料の食事券をもらいました。
respondent,"【名】回答者, 応答者",/rɪˈspɒndənt/,The respondent answered all of the survey questions accurately.,回答者はすべての質問に正確に答えました。
forbid,【動】禁止する,/fɔrˈbɪd/,They forbid smoking in the building.,彼らは建物内での喫煙を禁じています。
occupant,"【名】占有者, 居住者",/ˈɑkjəpənt/,The occupant of the house was not home when the fire broke out.,家の住人は、火事が発生したときに家にいませんでした。
ongoing,【形】進行中の,/ˈɒnˌɡəʊɪŋ/,The construction work is ongoing.,工事は進行中です。
retailer,"【名】小売業者, リテーラー",/ˈriːteɪlər/,She works as a retailer in a clothing store.,彼女は洋服店で小売り商人として働いています。
traditionally,【副】伝統的に,/trəˈdɪʃənəli/,The festival is traditionally held every year.,その祭りは毎年伝説的に開催される。
activate,"【動】作動させる, 起動する",/ˈæktɪveɪt/,Please activate your account to start using the app.,アプリを利用するためにアカウントを有効化してください。
complication,【名】複雑さ;【形】合併症の,/kɑmplɪˈkeɪʃən/,Dealing with the complication was challenging.,複雑な状況に対処するのは困難でした。
desirable,【形】望ましい,/dɪˈzaɪərəbəl/,It is desirable to have a healthy lifestyle.,健康的な生活を送ることが望ましいです。
freighter,"【名】貨物船, フレイター",/ˈfreɪtər/,The freighter carried a load of cargo across the ocean.,貨物船は海を越えて大量の貨物を運んだ。
getaway,"【名】逃亡, 休暇",/ɡɛtəˈweɪ/,I need a getaway from the city.,私は都市からの逃避が必要です。
vend,"【動】販売する, 自動販売機で売る",/vɛnd/,I need to vend some snacks at the event.,私はイベントでお菓子を販売しなければなりません。
copyright,【名】著作権,/ˈkɑpɪˌraɪt/,The copyright of this book belongs to the author.,この本の著作権は著者に帰属しています。
reimburse,【動】払い戻す,/ˌriɪmˈbɜːrs/,The company will reimburse you for any expenses incurred during the business trip.,会社は出張中に発生した経費を弁償します。
cancellation,"【名】キャンセル, 取り消し",/kænˈseɪʃən/,I received a cancellation notice for my flight.,私はフライトのキャンセル通知を受け取りました。
additionally,"【副】さらに, 加えて",/əˈdɪʃənəli/,"Additionally, I would like to add that the project is due next week.",その上、プロジェクトの締め切りは来週です。
fundraise,【動】資金調達する,/fʌndˈreɪz/,They organized a charity event to fundraise for the local hospital.,彼らは地元の病院のために募金活動をするためのチャリティイベントを開催しました。
redecorate,【動】再装飾する,/ˌriːˈdɛkəreɪt/,I am planning to redecorate my living room next month.,来月、私はリビングルームを改装する予定です。
disruption,"【名】混乱, 中断",/dɪsˈrʌpʃən/,The sudden power outage caused a disruption in the city.,突然の停電が都市で混乱を引き起こしました。
advertiser,"【名】広告主, 広告業者",/ədˈvɜrtəzər/,The advertiser is promoting their new product through various marketing channels.,広告者はさまざまなマーケティングチャネルを通じて新製品を宣伝しています。
ambassador,【名】大使,/æmˈbæsədər/,The ambassador is scheduled to meet with the foreign minister tomorrow.,大使は明日、外務大臣と会う予定です。
homeowner,【名】住宅所有者,/ˈhoʊmˌoʊnər/,The homeowner is responsible for maintaining the property.,家の所有者は物件のメンテナンスに責任があります。
flyer,"【名】チラシ, フライヤー",/'flaɪər/,I saw a flyer for a concert in the park.,公園でのコンサートのチラシを見ました。
repairperson,【名】修理業者,/ɹɪˈpɛəpɜːrsən/,I asked the repairman for an estimate to fix my television.,修理業者にテレビの修理の見積もりをお願いした。
dishwasher,【名】食器洗い機,/dɪʃwɑʃər/,The dishwasher in the cafeteria is responsible for washing the dishes.,食堂の皿洗いは、皿を洗う責任があります。
wellness,"【名】健康, ウェルネス",/wɛlnəs/,I'm focusing on my wellness in order to stay healthy.,健康を維持するために健康管理に注力しています。
unspecified,【形】未指定の,/ˌʌnˈspɛsɪfaɪd/,The future is an unspecified and uncertain journey.,未来は不特定で不確かな旅路だ。
dealership,【名】ディーラー代理店,/diːlərʃɪp/,I bought my car from a local dealership.,私は地元のディーラーシップで車を買いました。
ceiling,【名】天井,/siːlɪŋ/,The spider was crawling on the ceiling.,クモが天井を這っていました。
reliability,【名】信頼性,/rɪˌlaɪəˈbɪləti/,Reliability is an important factor when choosing a car.,信頼性は車を選ぶ際に重要な要素です。
wildlife,【名】野生生物,/ˈwaɪldˌlaɪf/,I love exploring the wilderness and observing wildlife.,私は自然を探検し、野生生物を観察するのが大好きです。
outfit,"【名】衣装, アウトフィット",/ˈaʊtfɪt/,She put on a stylish outfit for the party.,彼女はパーティーのためにおしゃれな装備を身に着けた。
accustom,【動】慣れる,/əˈkʌstəm/,You need to accustom yourself to the new environment.,新しい環境に慣れる必要があります。
actress,【名】女優,/ˈæk.trəs/,The actress received a standing ovation for her performance.,その女優は彼女の演技に対してスタンディングオベーションを受けました。
necessity,【名】必要性,/nɪˈsɛsəti/,Education is a necessity for personal growth.,教育は個人の成長に必要不可欠です。
airport,【名】空港,/ˈɛər.pɔːrt/,I will pick you up at the airport.,私は空港であなたを迎えに行きます。
noon,【名】正午,/nuːn/,I always take a walk at noon.,私はいつも正午に散歩をします。
apple,【名】リンゴ,/ˈæpəl/,I ate an apple this morning.,今朝リンゴを食べました。
o'clock,【副】...時,/əˈklɒk/,I will meet you at o'clock,あなたと０時に会いましょう
appraisal,"【名】評価, 査定",/əˈpreɪ.zəl/,The manager gave a positive appraisal to the employee.,マネージャーは従業員に肯定的な評価を与えました。
apprehensive,"【形】不安な, 心配な",/ˌæp.rɪˈhɛn.sɪv/,She was apprehensive about the results of her medical examination.,彼女は自分の医学的検査の結果について心配していました。
officially,【副】正式に,/əˈfɪʃəli/,The company officially announced its new product.,会社は公式に新製品を発表しました。
orientation,【名】オリエンテーション,/ˌɔːriənˈteɪʃən/,Orientation programs are designed to help new employees adapt to their new work environment.,オリエンテーションプログラムは新入社員が新しい職場環境に適応するのを支援するために設計されています。
authorization,"【名】許可, 認可",/ˌɔːθəraɪˈzeɪʃən/,"After receiving the proper authorization, she was able to access the restricted area.",彼女は、適切な認可を受けた後、制限されたエリアにアクセスすることができました。
overnight,"【形】一晩の, 翌日の",/ˈoʊvərnaɪt/,I stayed overnight at my friend's house.,私は友達の家に一晩泊まりました。
ballroom,【名】舞踏室,/bɔːlruːm/,The hotel has a beautiful ballroom for dancing.,ホテルには美しい舞踏室があります。
packet,"【名】小包, パケット",/'pækɪt/,I received a packet in the mail today.,今日、郵便で小包を受け取りました。
painter,【名】画家,/ˈpeɪntər/,The painter created a beautiful landscape.,画家は美しい風景を作りました。
baseball,【名】野球,/ˈbeɪsˌbɔl/,He loves playing baseball.,彼は野球をするのが大好きです。
basement,【名】地下室,/ˈbeɪsmənt/,I found an old photo album in the basement.,地階で古い写真アルバムを見つけました。
paperback,【名】ペーパーバック,/ˈpeɪpərbæk/,I prefer reading paperback books.,私はペーパーバックの本を読むのが好きです。
partial,【形】部分的な,/pɑːrʃəl/,He only gave a partial explanation of the situation.,彼は状況の一部の説明しかしなかった。
partially,【副】部分的に,/pɑːrˈʃəli/,She only partially completed the project.,彼女はプロジェクトを部分的にしか完了させませんでした。
payable,"【形】支払うべき, 支払期限の",/ˈpeɪəbəl/,The invoice is payable within 30 days.,請求書は30日以内に支払い可能です。
beverage,【名】飲み物,/'bɛv(ə)rɪdʒ/,I would like to order a beverage.,私は飲み物を注文したいです。
pharmacy,"【名】薬局, 調剤薬局",/fɑːrˈməsi/,I need to go to the pharmacy to pick up my prescription.,処方箋を受け取るために薬局に行かなければなりません。
personalize,"【動】個別化する, パーソナライズする",/pɜːrsənəlaɪz/,I like to personalize my belongings by adding my initials to them.,私は自分の持ち物にイニシャルを付けて個人的にするのが好きです。
placement,"【名】配置, 配置場所",/ˈpleɪsmənt/,The placement of the furniture in the room is important for creating a comfortable space.,部屋の家具の配置は、快適な空間を作るために重要です。
poorly,"【副】下手に, 不十分に",/pʊrli/,He performed poorly in the exam.,彼は試験で貧しく成績を残した。
businessman,【名】実業家,/ˈbɪznɪsmən/,He is a successful businessman.,彼は成功した実業家です。
prescription,【名】処方箋,/prɪˈskrɪpʃən/,I need to get a prescription for my medication.,私は薬の処方箋をもらう必要があります。
caterer,【名】ケータリング業者,/ˈkeɪtərər/,The caterer provided delicious food for the wedding reception.,仕出し屋は結婚式の披露宴に美味しい料理を提供しました。
productive,【形】生産的な,/pɹəˈdʌktɪv/,She is a very productive worker.,彼女は非常に生産的な労働者です。
promotional,"【形】宣伝の, プロモーションの",/prəˈmoʊʃənəl/,He made a promotional video for his business.,彼は自分のビジネスのためにプロモーションビデオを作りました。
promptly,"【副】迅速に, 即座に",/'prɑmptli/,He responded promptly to my email.,彼は私のメールに迅速に返信しました。
cheeseburger,【名】チーズバーガー,/tʃiːzˌbɜːrɡər/,I ordered a cheeseburger for lunch.,昼食にチーズバーガーを注文しました。
publicity,"【名】宣伝, 広報",/pʌˈblɪsɪti/,The company used social media for publicity.,会社は広報のためにソーシャルメディアを利用しました。
classmate,【名】クラスメート,/ˈklɑːs.meɪt/,My classmate is very kind.,私の同級生はとても親切です。
railway,【名】鉄道,/ˈreɪlweɪ/,I take the railway to work every day.,私は毎日、仕事に鉄道を利用しています。
collaboration,"【名】協力, 共同作業",/kəˌlæbəˈreɪʃən/,Collaboration is key to success.,成功の鍵は共同作業です。
realistic,【形】現実的な,/rɪəˈlɪstɪk/,He has a realistic view of life.,彼は現実的な人生観を持っています。
rebate,"【名】リベート, 払い戻し",/rɪˈbeɪt/,I received a rebate on my purchase.,私は購入品に対して払い戻しを受けました。
receipt,【名】領収書,/rɪˈsipt/,I need a receipt for this purchase.,この購入には領収書が必要です。
recession,"【名】景気後退, 不況",/rɪˈsɛʃən/,The country is experiencing a severe recession.,その国は深刻な景気後退を経験している。
completion,"【名】完成, 完了",/kəmˈpliːʃən/,The completion of the project is scheduled for next month.,プロジェクトの完成は来月予定されています。
referral,"【名】紹介, 参照",/rɪˈfɜːrəl/,I received a referral from my friend for a great restaurant.,友人から素晴らしいレストランの参照を受けました。
refund,【名】払い戻し;【動】払い戻す,/rɪˈfʌnd/,I would like to request a refund for this product.,この商品の返金をお願いしたいです。
congratulate,【動】祝う,/kənˈɡrætʃəˌleɪt/,I want to congratulate you on your promotion.,昇進おめでとうございます。
relaxation,"【名】リラクゼーション, くつろぎ",/rɪˌlækˈseɪʃən/,Yoga is a great way to promote relaxation.,ヨガはリラクゼーションを促進する素晴らしい方法です。
considerate,"【形】思いやりのある, 配慮した",/kənˈsɪdərət/,He is a considerate person who always thinks about others.,彼はいつも他人のことを考える思いやりのある人です。
consignment,"【名】委託, 委託販売",/kənˈsaɪnmənt/,The delivery driver is bringing a consignment of goods.,配送運転手が荷物の一式を運んできています。
consistently,"【副】一貫して, 常に",/kənˈsɪstəntli/,She consistently performs well in her exams.,彼女は一貫して試験で良い成績を収めています。
renovation,"【名】改装, 改修",/rɛnəˈveɪʃən/,The renovation of the house took longer than expected.,家の改装は予想以上に時間がかかりました。
reopen,【動】再開する,/ɹiˈoʊpən/,I will reopen the store tomorrow.,明日、私は店を再び開けます。
consultation,"【名】相談, 相談会",/kɒn.sʌlˈteɪ.ʃən/,I need to schedule a consultation with my doctor.,私は医者との相談を予定する必要があります。
residence,"【名】住居, 住まい",/rɛzɪdəns/,I recently moved to a new residence.,最近、新しい住居に引っ越しました。
reservation,【名】予約,/rɛzərˈveɪʃən/,I made a reservation at the hotel for next week.,来週のホテルの予約をしました。
transaction,"【名】取引, 取引き",/trænˈzæk.ʃən/,The transaction was completed successfully.,取引は成功裏に完了しました。
revision,"【名】修正, 改訂",/rɪˈvɪʒən/,I need to do a revision of my essay before submitting it.,エッセイを提出する前に、改訂をしなければなりません。
coworker,"【名】同僚, 仕事仲間",/ˈkoʊˌwɜrkər/,I have a great coworker who always helps me with my projects.,私にいつもプロジェクトを手伝ってくれる素晴らしい協力者がいます。
exit,【名】出口,/ˈɛksɪt/,Please use the exit on the right.,右側の出口をご利用ください。
overhead,"【名】頭上, オーバーヘッド",/ˌoʊvərˈhɛd/,Be careful of the overhead branches.,頭上の枝に注意してください。
runner,"【名】ランナー, 走者",/ˈrʌnər/,The runner crossed the finish line with a new personal record.,ランナーは新しい個人記録でゴールラインを越えました。
snowy,【形】雪の降る,/ˈsnoʊ.i/,The moon was shining in the snowy night.,月が雪夜に輝いていた。
traveler,【名】旅行者,/'trævələr/,The traveler explored the ancient ruins.,旅行者は古代の遺跡を探検しました。
unreal,【形】非現実的な,/ʌnˈriːl/,She felt like she was living in an unreal world.,彼女は非現実的な世界に生きているような気がした。
quarterly,【副】四半期ごとに,/ˈkwɔːrtərli/,The company releases its financial reports quarterly.,会社は四半期ごとに財務報告書を公表します。
delete,【動】削除する,/dɪˈliːt/,I accidentally deleted all my files.,私は誤って全てのファイルを削除してしまいました。
sauna,【名】サウナ,/ˈsɔː.nə/,I love going to the sauna after a workout.,ワークアウトの後にサウナに行くのが大好きです。
scarf,【名】スカーフ,/skɑrf/,She wrapped a scarf around her neck to keep warm.,彼女は暖かくするためにスカーフを首に巻きました。
scenery,"【名】風景, 景色",/siː.nə.riː/,The scenery in this area is breathtaking.,この地域の風景は息をのむほど美しいです。
dessert,【名】デザート,/dɪˈzɜrt/,I love to indulge in a delicious dessert after a meal.,食事の後に美味しいデザートを堪能するのが大好きです。
seaside,"【名】海辺, シーサイド",/siːˌsaɪd/,I love spending my vacations at the seaside.,私は休暇を海岸で過ごすのが大好きです。
diagnostic,【形】診断の,/dɪəɡˈnɑːstɪk/,The doctor performed a diagnostic test to determine the cause of the patient's symptoms.,医師は患者の症状の原因を特定するために診断テストを行いました。
dine,【動】食事をする,/daɪn/,I like to dine at fancy restaurants on special occasions.,特別な日には高級レストランで正餐をとるのが好きです。
sender,"【名】送り主, 発信者",/'sɛndər/,The sender of the package forgot to include a return address.,荷物の発送人は返送先の住所を忘れてしまいました。
discrepancy,"【名】矛盾, 不一致",/dɪˈskrɛpənsi/,There is a discrepancy between the two reports.,この2つの報道には食い違いがある。
serial,【形】シリアルの;【名】連続,/'sɪə.riː.əl/,I love reading serial novels.,私は連載小説を読むのが大好きです。
overcharge,【動】過剰請求する,/ˈoʊvərˌtʃɑːrdʒ/,The mechanic overcharged me for the repairs.,修理工は私に修理費を過剰に請求しました。
shorten,"【動】短縮する, 短くする",/ˈʃɔːrtn̩/,I need to shorten this essay.,私はこのエッセイを短くする必要があります。
shortly,【副】すぐに,/ˈʃɔːtli/,The train will arrive shortly.,電車はまもなく到着します。
dial,【名】ダイヤル;【動】ダイヤルを回す,/daɪəl/,I bought a new watch with an omega symbol on the dial.,文字盤にオメガのシンボルがある新しい時計を買いました。
vacant,【形】空いている,/'veɪkənt/,There is a vacant seat in the theater.,劇場には空席があります。
drastically,【副】劇的に,/dræˈstɪkəli/,She drastically changed her lifestyle to improve her health.,彼女は健康を改善するために徹底的にライフスタイルを変えました。
luggage,【名】荷物,/ˈlʌɡɪdʒ/,I need to pack my luggage for the trip.,旅行のために手荷物を詰める必要があります。
skateboard,【名】スケートボード,/skeɪt.bɔːrd/,I love riding my skateboard at the skate park.,スケートパークでスケートボードに乗るのが大好きです。
snack,"【名】軽食, スナック",/snæk/,I like to have a snack between meals.,私は食事の間に軽食を取るのが好きです。
sock,【名】靴下,/sɑk/,I need to buy a new pair of socks.,新しい靴下を買わなければなりません。
enthusiast,"【名】愛好家, 熱狂者",/ɪnˈθ(j)uːziæst/,She is a photography enthusiast.,彼女は写真愛好家です。
spa,"【名】温泉, スパ",/spɑː/,I love going to the spa to relax and unwind.,リラックスして疲れを癒すためにスパに行くのが大好きです。
excessive,【形】過度の,/ɪkˈsɛsɪv/,She has an excessive amount of clothes in her closet.,彼女はクローゼットに過剰な量の服を持っています。
specialty,"【名】専門, 特産",/'spɛʃəlti/,Her specialty is baking delicious cakes.,彼女の専門は美味しいケーキを焼くことです。
specially,【副】特別に,/'spɛʃəli/,I made this cake specially for you.,私は特にあなたのためにこのケーキを作りました。
exemption,"【名】免除, 免税",/ɪɡˈzɛmpʃən/,He received an exemption from paying taxes.,彼は税金の免除を受けました。
scholarship,【名】奨学金,/ˈskɑlərʃɪp/,I received a scholarship to study abroad.,私は留学のための奨学金を受け取りました。
explanatory,【形】説明的な,/ɪkˈsplænəˌtɔri/,The professor gave an explanatory lecture on the topic.,教授はそのトピックについて解説の講義を行った。
rider,"【名】乗客, ライダー",/ˈraɪdər/,The rider gracefully mounted the horse.,ライダーは優雅に馬に乗った。
plug,【名】プラグ;【動】プラグを差し込む,/plʌɡ/,I need to replace the sparking plug in my car.,私は車のスパークプラグを交換する必要があります。
parade,【名】パレード,/pəˈreɪd/,The parade marched through the streets of the city.,パレードは市の通りを行進した。
brochure,【名】パンフレット,/ˈbrəʊʃər/,I picked up a brochure at the tourist information center.,私は観光案内所でパンフレットを手に取りました。
portable,【形】携帯用の,/pɔr.tə.bəl/,This portable speaker is easy to carry around.,このポータブルスピーカーは持ち運びが簡単です。
statistics,"【名】統計, 統計学",/stəˈtɪstɪks/,Statistics is an important field of study.,統計は重要な研究分野です。
